,Date,Open,High,Low,Close,Volume
62,3/4/2013,20.26055717,20.27898979,19.94200134,20.07973671,69800653
63,4/4/2013,20.03116798,20.06852722,19.7086277,19.80252457,98270968
64,5/4/2013,19.57811546,19.60128021,19.33751869,19.50314713,137870844
65,8/4/2013,19.3960495,19.41597366,19.13826561,19.29891205,113708616
66,9/4/2013,19.31510162,19.5205822,19.25557518,19.36865234,86615444
67,10/4/2013,19.49991035,19.73477936,19.32755661,19.68073273,79440651
68,11/4/2013,19.74798012,19.75345993,19.52830315,19.68596268,81452163
69,12/4/2013,19.72581291,19.72855377,19.50015831,19.67749405,65713390
70,15/4/2013,19.57537651,19.85059547,19.35296059,19.47525215,98491793
71,16/4/2013,19.59131622,19.82568741,19.52481651,19.76018333,69941178
72,17/4/2013,19.59530258,19.69717026,19.37985992,19.49094391,81785407
73,18/4/2013,19.56043243,19.57164192,18.96043205,19.07624817,133398142
74,19/4/2013,19.15719414,20.01099396,19.08496475,19.92207718,232998073
75,22/4/2013,19.94025993,20.02394485,19.30264854,19.92805481,115768308
76,23/4/2013,19.95022202,20.31136894,19.9342804,20.12207794,92035684
77,24/4/2013,20.12730789,20.37363434,20.12456894,20.26030922,73438237
78,25/4/2013,20.33004761,20.33552742,20.11535263,20.15196419,79986690
79,26/4/2013,20.11460686,20.11809158,19.84013367,19.96068192,99880980
80,29/4/2013,20.00626183,20.49069595,20.00003433,20.40003586,92376959
81,30/4/2013,20.3985405,20.6137352,20.36566353,20.5372715,92613843
82,1/5/2013,20.50464439,20.54100609,20.33278847,20.43415833,58418148
83,2/5/2013,20.42593956,20.78583908,20.3997879,20.66280174,81034603
84,3/5/2013,20.84586525,21.0909462,20.82195473,21.06404686,100880714
85,6/5/2013,21.1273098,21.4657917,21.1273098,21.45831871,85973045
86,7/5/2013,21.49468231,21.51610184,21.18733406,21.35072136,78653713
87,8/5/2013,21.34499359,21.7654171,21.24312592,21.75919151,99102072
88,9/5/2013,21.68970108,21.90937805,21.62469482,21.7056427,88353936
89,10/5/2013,21.80103493,21.93129539,21.72257805,21.92357445,76192522
90,13/5/2013,21.89019966,21.9793663,21.75296593,21.85632706,58157173
91,14/5/2013,21.85557938,22.13428497,21.84661484,22.0946846,63408784
92,15/5/2013,22.30389977,22.82394981,22.26703835,22.8117466,160033605
93,16/5/2013,22.88920593,22.91361427,22.46604156,22.51236725,128865215
94,17/5/2013,22.66554451,22.75197029,22.42893028,22.6446228,112098604
95,20/5/2013,22.54051208,22.92905617,22.54051208,22.62843323,91248746
96,21/5/2013,22.61573029,22.70639038,22.35645294,22.58957863,79617311
97,22/5/2013,22.47974014,22.64785957,22.08920479,22.15246773,102807910
98,23/5/2013,21.8431263,22.16591644,21.76840782,21.98733521,91345105
99,24/5/2013,21.79978943,21.88845634,21.69393539,21.75147057,92216359
100,28/5/2013,22.00502014,22.22021294,21.92780876,21.94947815,90638467
101,29/5/2013,21.81099701,21.8677845,21.52656364,21.626688,80837869
102,30/5/2013,21.6667881,21.89044952,21.57936478,21.68770981,85145956
103,31/5/2013,21.62195587,21.8431263,21.6070118,21.69916534,79071272
104,3/6/2013,21.74349976,21.76765823,21.29567909,21.60975075,99399181
105,4/6/2013,21.61523056,21.68347549,21.27201653,21.39729881,75024159
106,5/6/2013,21.48222923,21.6550808,21.34823227,21.41224289,84587872
107,6/6/2013,21.5268116,21.5773735,21.1014061,21.53528023,103550684
108,7/6/2013,21.67924118,21.91784668,21.55221748,21.91112137,107385002
109,10/6/2013,21.97014999,22.19182014,21.92008781,22.17239189,93862506
110,11/6/2013,22.01672554,22.0921936,21.90589142,21.91311455,70567517
111,12/6/2013,22.05383682,22.06728554,21.66006279,21.71809578,88522565
112,13/6/2013,21.6433754,21.90937805,21.55669975,21.8431263,83106340
113,14/6/2013,21.92033768,22.03490829,21.77164459,21.79430962,90136592
114,17/6/2013,21.89866829,22.15271568,21.87500763,22.07351303,86173794
115,18/6/2013,22.13328934,22.44088554,22.12581635,22.43142128,87000883
116,19/6/2013,22.45010185,22.68596649,22.35371208,22.43291664,117073180
117,20/6/2013,22.26629066,22.44088554,22.00028801,22.03590393,135385563
118,21/6/2013,22.12556839,22.16392326,21.74524307,21.94100952,159889066
119,24/6/2013,21.71560478,21.82619095,21.50065994,21.66354942,121128323
120,25/6/2013,21.84960175,21.90987587,21.53204346,21.57413483,102510801
121,26/6/2013,21.76218033,21.86803246,21.68297768,21.75968933,73530581
122,27/6/2013,21.88795853,22.03465843,21.83440971,21.84486961,77348840
123,28/6/2013,21.79082298,21.96367455,21.77313995,21.92706108,94324230
124,1/7/2013,22.07849312,22.21871948,22.04237938,22.11411095,69250599
125,2/7/2013,22.17189407,22.19182014,21.84985161,21.97538185,75943592
126,3/7/2013,21.91535568,22.14624023,21.88048744,22.0779953,42036977
127,5/7/2013,22.16716194,22.30165863,22.10066032,22.25383759,68331166
128,8/7/2013,22.39630318,22.57214355,22.34325218,22.54275322,79075287
129,9/7/2013,22.68995285,22.73851967,22.36566734,22.54648972,79472771
130,10/7/2013,22.50190735,22.69343948,22.42544365,22.56517029,68592140
131,11/7/2013,22.73976517,22.93428612,22.62818336,22.92008972,103755449
132,12/7/2013,22.91411209,22.98883247,22.79555702,22.98883247,103113050
133,15/7/2013,23.02121162,23.11336517,22.823452,23.03092384,78713937
134,16/7/2013,23.09169769,23.11261749,22.76218224,22.90439987,79617311
135,17/7/2013,22.93901825,23.08497238,22.82195854,22.87799835,60469809
136,18/7/2013,22.88895607,22.91411209,22.4954319,22.68198204,145924920
137,19/7/2013,22.08247948,22.48945427,21.80850601,22.33129692,295475379
138,22/7/2013,22.46579361,22.7315464,22.341259,22.68247986,116563276
139,23/7/2013,22.68247986,22.73976517,22.40526962,22.51062584,82134711
140,24/7/2013,22.59680176,22.67251778,22.43341446,22.48820877,83451629
141,25/7/2013,22.26330185,22.33752251,22.06927872,22.10962868,120493954
142,26/7/2013,22.09194374,22.16666412,21.9676609,22.05109787,71374530
143,29/7/2013,22.03988838,22.28696251,21.94001389,21.97438431,75959652
144,30/7/2013,22.05383682,22.30663872,21.93951416,22.18982697,70487217
145,31/7/2013,22.24138451,22.32905579,22.07176971,22.11087227,87265872
146,1/8/2013,22.29144669,22.5293045,22.29144669,22.52108574,85856610
147,2/8/2013,22.50165749,22.59032631,22.43640327,22.57961655,68812965
148,5/8/2013,22.55022621,22.55346489,22.39605331,22.54051208,52584363
149,6/8/2013,22.53279114,22.65782356,22.30962753,22.33054924,60469809
150,7/8/2013,22.29244232,22.37737465,22.14424706,22.18310165,55374783
151,8/8/2013,22.3036499,22.31236839,22.04960251,22.23316574,59743096
152,9/8/2013,22.18086052,22.30439758,22.16691208,22.17712593,53146462
153,12/8/2013,22.08970261,22.0921936,21.95894241,22.05508232,55286453
154,13/8/2013,22.08795929,22.12955284,21.82320023,21.94898033,57004870
155,14/8/2013,21.87724876,21.92357445,21.59804535,21.66404724,83600184
156,15/8/2013,21.53029823,21.54225349,21.36989975,21.41124535,75048249
157,16/8/2013,21.4515934,21.48048592,21.33353615,21.34275246,67255147
158,19/8/2013,21.36267662,21.7185936,21.35620117,21.56043625,72707508
159,20/8/2013,21.62768364,21.72133255,21.50788307,21.55470848,49504863
160,21/8/2013,21.68496895,21.84088516,21.58160782,21.65209389,70555472
161,22/8/2013,21.73602867,21.78708649,21.67500687,21.76118469,34926424
162,23/8/2013,21.86379814,21.86803246,21.66255379,21.67400932,43245489
163,26/8/2013,21.66877937,21.79082298,21.57039833,21.57886696,42257801
164,27/8/2013,21.41024971,21.5126152,21.11834335,21.17438316,69623993
165,28/8/2013,21.17687416,21.30539131,21.11510468,21.13453293,53395392
166,29/8/2013,21.14748383,21.42917824,21.13552856,21.30588913,59361671
167,30/8/2013,21.3141098,21.37089729,21.06006241,21.09343719,74743109
168,3/9/2013,21.27923965,21.57388687,21.26902771,21.42917824,82210996
169,4/9/2013,21.42843056,21.75595284,21.29941559,21.70937729,81954037
170,5/9/2013,21.75595284,21.91485786,21.70887947,21.90688705,51845604
171,6/9/2013,21.97861862,22.01199341,21.76193047,21.90738678,62698130
172,9/9/2013,22.01074791,22.16068649,21.9781208,22.11834526,49569103
173,10/9/2013,22.1674118,22.2167263,22.01747322,22.13378716,51697050
174,11/9/2013,22.13054848,22.34051132,22.06927872,22.32108498,64665477
175,12/9/2013,22.35122108,22.36367416,22.16716194,22.24312782,43984248
176,13/9/2013,22.27899361,22.30838394,22.03839493,22.14374924,53214717
177,16/9/2013,22.32133484,22.341259,22.03914261,22.11112213,53660381
178,17/9/2013,22.10240555,22.12681389,21.94275284,22.0700264,50564822
179,18/9/2013,22.07600403,22.51485825,21.99431038,22.49866867,77678069
180,19/9/2013,22.56517029,22.56517029,22.30140877,22.37587929,64155573
181,20/9/2013,22.37587929,22.5188446,22.30688858,22.49343872,174463490
182,23/9/2013,22.32008934,22.45558167,22.04736137,22.07974052,71362485
183,24/9/2013,22.07974052,22.16940308,21.95271683,22.08820724,59694916
184,25/9/2013,22.08098412,22.08098412,21.80825615,21.84885406,66207234
185,26/9/2013,21.87550545,21.98633957,21.79331207,21.87226677,50584897
186,27/9/2013,21.7888298,21.85607719,21.70140839,21.82793427,50540732
187,30/9/2013,21.64586639,21.93876839,21.626688,21.8159771,69154239
188,1/10/2013,21.92407227,22.10887909,21.91909218,22.0921936,67644602
189,2/10/2013,21.98584175,22.15097237,21.86355019,22.11685181,60036190
190,3/10/2013,22.11709976,22.26902962,21.72108459,21.82046127,84997401
191,4/10/2013,21.79331207,21.85582924,21.66877937,21.72731018,54523605
192,7/10/2013,21.60526848,21.76815796,21.52207947,21.56267738,51937949
193,8/10/2013,21.55221748,21.56865501,21.21124458,21.26205444,78039419
194,9/10/2013,21.3270607,21.48571587,20.99580383,21.3166008,106449509
195,10/10/2013,21.51535416,21.6396389,21.42494392,21.62494469,90550137
196,11/10/2013,21.56990051,21.75545502,21.55171967,21.71834373,56567236
197,14/10/2013,21.58559227,21.82444763,21.5539608,21.82095909,49930453
198,15/10/2013,21.81224251,22.05807114,21.76840782,21.96790886,63914673
199,16/10/2013,22.06404877,22.37438583,22.01772118,22.36691284,80604999
200,17/10/2013,22.24138451,22.33876991,22.06056213,22.13677597,170902191
201,18/10/2013,24.32332993,25.29170036,24.25907135,25.19082832,464390148
202,21/10/2013,25.19207382,25.37986946,24.89543533,24.98883629,145675990
203,22/10/2013,25.03117752,25.2304306,24.80178642,25.08098984,88675135
204,23/10/2013,24.93154907,25.77215004,24.92233467,25.68896103,106927293
205,24/10/2013,25.70041847,25.91710663,25.52432823,25.5430088,83997668
206,25/10/2013,25.62445259,25.62445259,25.17414093,25.28522491,81524432
207,28/10/2013,25.28522491,25.49020576,25.23018074,25.28024292,46521724
208,29/10/2013,25.38236046,25.82669449,25.24288368,25.80926132,64440637
209,30/10/2013,25.83889961,25.84089279,25.55421638,25.66430473,53162522
210,31/10/2013,25.62719345,25.94076729,25.50365639,25.66828918,65845885
211,1/11/2013,25.69842529,25.80328369,25.53180122,25.58011818,51524405
212,4/11/2013,25.69120216,25.71287155,25.45533752,25.55695534,45722740
213,5/11/2013,25.41349411,25.69493866,25.34051895,25.44263458,47433127
214,6/11/2013,25.5442543,25.57912254,25.28945923,25.47327042,36652871
215,7/11/2013,25.46978378,25.50266075,25.09693146,25.1046524,67435822
216,8/11/2013,25.12457657,25.36741638,25.11834908,25.30589676,51825529
217,11/11/2013,25.1435051,25.30340767,25.1058979,25.17040443,44670812
218,12/11/2013,25.09842491,25.34400368,25.03117752,25.20004463,48906630
219,13/11/2013,25.07476425,25.72482681,25.06853676,25.71536255,63412799
220,14/11/2013,25.75147629,25.89668274,25.66255951,25.7841053,46842923
221,15/11/2013,25.77513885,25.85309601,25.66156387,25.74251175,51243355
222,18/11/2013,25.7970562,26.12059402,25.6349144,25.69244766,70651832
223,19/11/2013,25.69668388,25.77215004,25.4807415,25.53429031,45433661
224,20/11/2013,25.65259743,25.73752975,25.41374207,25.46231079,38692487
225,21/11/2013,25.57912254,25.86081696,25.55421638,25.75521278,43835693
226,22/11/2013,25.73902321,25.8075161,25.63441658,25.70091629,50356042
227,25/11/2013,25.8321743,26.23142815,25.77887344,26.05060577,64761837
228,26/11/2013,26.11710739,26.43840218,25.97613525,26.36144066,91794785
229,27/11/2013,26.45160294,26.60029602,26.40104294,26.47850227,45112461
230,29/11/2013,26.45484161,26.56592369,26.38734436,26.39083099,47890836
231,2/12/2013,26.48846436,26.55920029,26.17090416,26.26355743,55133884
232,3/12/2013,26.17563629,26.48672104,26.12756729,26.23317146,67295297
233,4/12/2013,26.1860981,26.50017166,26.15197563,26.35571289,47842656
234,5/12/2013,26.33130455,26.39257431,26.17912483,26.33479118,45517975
235,6/12/2013,26.64487839,26.65010834,26.40303421,26.64687157,57366220
236,9/12/2013,26.67476654,26.95671082,26.60079384,26.85284805,59526286
237,10/12/2013,26.8032856,27.20577621,26.79083061,27.01523972,74433955
238,11/12/2013,27.08348465,27.18111801,26.77887535,26.83167839,68728650
239,12/12/2013,26.88846588,26.97240067,26.62520218,26.6491127,64099363
240,13/12/2013,26.78460503,26.80677223,26.34848976,26.42071915,86820208
241,16/12/2013,26.50066948,26.76692009,26.45110512,26.7243309,64320188
242,17/12/2013,26.72034645,26.91810417,26.60976028,26.6466217,61658247
243,18/12/2013,26.69618607,27.02246284,26.37713242,27.01748276,88743390
244,19/12/2013,26.91835213,27.1978054,26.87626076,27.05409431,66877738
245,20/12/2013,27.10589981,27.42644882,27.09842873,27.41275024,130953011
246,23/12/2013,27.59257507,27.79083252,27.52482986,27.77339745,69122119
247,24/12/2013,27.77016068,27.77688408,27.59905243,27.69220352,29478078
248,26/12/2013,27.74625015,27.8705349,27.61374664,27.83217812,53712576
249,27/12/2013,27.89544106,27.90241432,27.71960068,27.85559082,63023345
250,30/12/2013,27.90390968,27.90789413,27.62196541,27.63292503,49629328
251,31/12/2013,27.7021656,27.92034721,27.55322456,27.91312408,54519590
252,2/1/2014,27.7823658,27.83940125,27.60303688,27.72408295,73129082
253,3/1/2014,27.77090836,27.81897736,27.52009773,27.52184105,66917888
254,6/1/2014,27.72134399,27.86704636,27.55770683,27.82869148,71037271
255,7/1/2014,28.01997375,28.38585281,27.92433357,28.36517906,102486711
256,8/1/2014,28.54301453,28.57589149,28.22644997,28.42420959,90036218
257,9/1/2014,28.47925377,28.49868011,28.0339222,28.15048409,83692529
258,10/1/2014,28.37066078,28.37066078,27.95148087,28.14899063,86061375
259,13/1/2014,28.05658722,28.56567955,27.82495499,27.96966362,97118665
260,14/1/2014,28.34251595,28.66754723,28.09693527,28.62769508,99676216
261,15/1/2014,28.71711159,28.76717377,28.48797035,28.60826874,78300393
262,16/1/2014,28.620224,28.84015083,28.59282684,28.79755974,67608467
263,17/1/2014,28.8132515,28.90739822,28.4981823,28.65584183,108457005
264,21/1/2014,28.91486931,28.99133301,28.67501831,28.98386192,79492846
265,22/1/2014,29.05633926,29.0882206,28.86331367,29.01673889,63091600
266,23/1/2014,28.89170647,28.95372391,28.75148201,28.89419746,78256228
267,24/1/2014,28.66779518,28.73105812,27.97016144,27.99083328,156283602
268,27/1/2014,28.04737282,28.0573349,26.95571327,27.42794228,174796734
269,28/1/2014,27.65434456,28.03865433,27.64488029,27.97040939,88739375
270,29/1/2014,27.87352371,27.93902779,27.38286209,27.56966209,95552818
271,30/1/2014,28.51810646,28.70465851,28.07601357,28.27875328,204419353
272,31/1/2014,29.17439651,29.55272865,28.6707859,29.41399956,223486554
273,3/2/2014,29.3699131,29.43267822,28.19457054,28.2299366,183449044
274,4/2/2014,28.34351158,28.76717377,28.31910324,28.3477459,112897588
275,5/2/2014,28.47775841,28.66181755,28.09519196,28.47327423,96139007
276,6/2/2014,28.6707859,28.89569283,28.58161926,28.89071083,78155853
277,7/2/2014,29.08174324,29.33753586,28.90565491,29.32607841,105843245
278,10/2/2014,29.1856041,29.44961548,29.11636543,29.21375084,78099643
279,11/2/2014,29.39407349,29.68548203,29.19581795,29.64338875,82339476
280,12/2/2014,29.61399841,29.63890648,29.4242115,29.55646515,69238554
281,13/2/2014,29.40851974,29.88548279,29.38137054,29.88548279,73731331
282,14/2/2014,29.77863121,29.99731255,29.70864487,29.95771027,87795852
283,18/2/2014,29.92309189,30.20852089,29.88797379,30.15895653,84672187
284,19/2/2014,30.01997757,30.11761284,29.82570648,29.94625473,84459392
285,20/2/2014,29.96617889,30.05957985,29.89345169,29.99033928,68287001
286,21/2/2014,30.08249283,30.13380051,29.95870781,29.98236847,74771214
287,24/2/2014,30.02147293,30.39009094,30.01499557,30.19955444,67223027
288,25/2/2014,30.28498459,30.4981842,30.14749908,30.38610458,57763704
289,26/2/2014,30.48573112,30.60727692,30.2306881,30.39034081,79585191
290,27/2/2014,30.34600639,30.4914608,30.31163406,30.36642838,50588912
291,28/2/2014,30.39457321,30.49046326,30.04289246,30.27776146,92890878
292,3/3/2014,30.05609131,30.08324051,29.69220543,29.95497131,84507572
293,4/3/2014,30.26157188,30.28647995,30.12458611,30.25933075,58928052
294,5/3/2014,30.26281738,30.46281815,30.17215729,30.34276772,49597208
295,6/3/2014,30.44289207,30.53928185,30.35123634,30.37639236,50914126
296,7/3/2014,30.55547142,30.56020355,30.17290497,30.25634193,60831159
297,10/3/2014,30.2787571,30.32732582,29.98984146,30.17614174,48766105
298,11/3/2014,30.23093605,30.24463654,29.80428505,29.88772392,68776830
299,12/3/2014,29.79830933,30.08349037,29.49419975,30.06979179,78866507
300,13/3/2014,30.08597946,30.14949226,29.50839424,29.61549377,94175675
301,14/3/2014,29.43940353,29.66057587,29.20378685,29.21051216,92099924
302,17/3/2014,29.37116051,29.81499672,29.34276581,29.69120979,86808163
303,18/3/2014,29.75522041,30.1751461,29.71512032,30.16842079,72872123
304,19/3/2014,30.18187141,30.18660355,29.74874306,29.86929321,64757822
305,20/3/2014,29.88672638,30.12732506,29.77240562,29.81723785,67640587
306,21/3/2014,30.04513359,30.12782478,29.45086098,29.46555519,128821050
307,24/3/2014,29.49419975,29.51188278,28.54176712,28.84015083,121939352
308,25/3/2014,29.04114723,29.13678741,28.56792068,28.85982513,96769361
309,26/3/2014,28.94176865,29.17987633,28.1818676,28.19357491,103586819
310,27/3/2014,28.32224083,28.32224083,27.57030678,27.84654617,262719
311,28/3/2014,27.98317146,28.24395561,27.85701942,27.92283821,824257
312,31/3/2014,28.26689339,28.27237892,27.77025795,27.77225113,216593
313,1/4/2014,27.8590126,28.34468079,27.8590126,28.28035545,158434
314,2/4/2014,29.91736221,30.15869904,28.03253746,28.27237892,2942055
315,3/4/2014,28.41448784,29.28360176,28.12927055,28.4090023,101983228
316,4/4/2014,28.65383148,28.80940437,27.07566452,27.08264542,127386783
317,7/4/2014,26.96297264,27.34891319,26.28533363,26.83382797,88033033
318,8/4/2014,27.05571938,27.67402077,27.00635338,27.66903496,63024560
319,9/4/2014,27.90438843,28.19110107,27.57180214,28.12977028,66616395
320,10/4/2014,28.17265129,28.17265129,26.92108727,26.97344398,80737057
321,11/4/2014,26.55459404,26.92607307,26.25441742,26.45736122,78496923
322,14/4/2014,26.83881378,27.13051224,26.40550423,26.55309868,51501009
323,15/4/2014,26.76750946,26.84878731,25.85202217,26.74856186,77101101
324,16/4/2014,27.07566452,27.77374649,26.92607307,27.75081062,97865955
325,17/4/2014,27.36536789,27.39977455,26.48478508,26.73160744,136190888
326,21/4/2014,26.73160744,26.76152611,26.20804596,26.35863113,51334553
327,22/4/2014,26.35963058,26.78795433,26.30328369,26.66728592,47307527
328,23/4/2014,26.61642456,26.62041473,26.24045753,26.27486229,41046384
329,24/4/2014,26.43093491,26.50971794,26.0345211,26.18610573,37663121
330,25/4/2014,26.05396843,26.16316986,25.70043945,25.73833466,42007014
331,28/4/2014,25.78819847,25.85900307,25.07116699,25.78670311,66710653
332,29/4/2014,25.77423668,26.40051651,25.74531555,26.31275749,53981801
333,30/4/2014,26.30777168,26.32771683,26.05446625,26.2609005,35023895
334,1/5/2014,26.28333855,26.57354164,26.12228012,26.49475861,38110345
335,2/5/2014,26.6149292,26.6268959,26.20854378,26.32422638,33770463
336,5/5/2014,26.16915321,26.37259483,25.99463272,26.31824303,20482080
337,6/5/2014,26.18959618,26.26837921,25.6824894,25.68647766,33780490
338,7/5/2014,25.71888924,25.76326752,25.09609985,25.42818642,64486563
339,8/5/2014,25.35339165,25.79069138,25.2531662,25.48004532,40426688
340,9/5/2014,25.46757889,25.92382622,25.14097595,25.86548615,48789585
341,12/5/2014,26.10383224,26.43691635,25.87944794,26.42345428,38250730
342,13/5/2014,26.47182274,26.73011208,26.40301132,26.58152008,33068541
343,14/5/2014,26.57703209,26.57703209,26.19258881,26.26040268,23835261
344,15/5/2014,26.21303177,26.22150993,25.80016518,25.92781448,34087331
345,16/5/2014,25.99812126,26.01856613,25.701437,25.96022606,29705333
346,19/5/2014,25.9138546,26.41647339,25.80829239,26.37059975,25555972
347,20/5/2014,26.4144783,26.73809052,26.24295044,26.41597557,35695734
348,21/5/2014,26.57204628,26.88533592,26.52268219,26.87322044,23925508
349,22/5/2014,26.98241997,27.30503464,26.96496773,27.17838287,32316482
350,23/5/2014,27.28808022,27.60620689,27.11056709,27.55933571,38643806
351,27/5/2014,27.72388458,28.22251511,27.64160919,28.2200222,42083223
352,28/5/2014,28.15121078,28.31426239,27.97319984,28.00710678,33040464
353,29/5/2014,28.09037781,28.12278938,27.8590126,27.9273262,27082150
354,30/5/2014,27.96322632,27.99065208,27.71939659,27.9178524,35422988
355,2/6/2014,27.95824051,27.96821213,27.21179008,27.6206665,28700582
356,3/6/2014,27.4740696,27.54138565,27.05322456,27.17239761,37332215
357,4/6/2014,27.00086975,27.35539627,26.86374664,27.15843773,36329469
358,5/6/2014,27.2451973,27.67152786,27.14796448,27.61917114,33782496
359,6/6/2014,27.82660294,27.82660294,27.37135124,27.74033928,34735104
360,9/6/2014,27.78122711,28.06793976,27.72587967,28.0290451,29350361
361,10/6/2014,27.94876671,28.10284424,27.8186245,27.9507618,27034019
362,11/6/2014,27.82361031,27.91735268,27.67501831,27.86549568,22002242
363,12/6/2014,27.78870583,27.82311249,27.34791565,27.49202156,29169867
364,13/6/2014,27.53739548,27.53939056,27.20331383,27.51246452,24410836
365,16/6/2014,27.38780785,27.4057579,27.00186539,27.13948822,34051232
366,17/6/2014,27.13549805,27.19134521,26.89266586,27.07616234,28891103
367,18/6/2014,27.16840935,27.60221863,27.12552643,27.59274483,34835379
368,19/6/2014,27.63612556,27.67402077,27.35040855,27.66903496,49136535
369,20/6/2014,27.76626778,27.80266762,27.44425201,27.74183464,90166875
370,23/6/2014,27.68149948,28.17265129,27.63662338,28.17015839,30736155
371,24/6/2014,28.18212509,28.55390549,27.97369766,28.15370369,44142862
372,25/6/2014,28.18561554,28.9186039,28.18362236,28.85328293,39387843
373,26/6/2014,28.9704628,29.04276276,28.51421356,28.72114563,34839390
374,27/6/2014,28.77998543,28.91411591,28.61144638,28.78297615,44738493
375,30/6/2014,28.85378265,28.89915657,28.65881729,28.68524551,26275943
376,1/7/2014,28.83682823,29.13999557,28.75355721,29.05373383,28959290
